UserID,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video ID,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType
259.0,47.0,Male,United States,94663.0,1.0,True,Labor/Worker,Rural,Instagram,107.0,14.0,2598.0,ASMR,21.0,8961.0,8.0,5.0,15.0,68.0,,6.0,4.0,Habit,Smartphone,,3:45 PM,8.0,2.0,At school,Wi-Fi
260.0,59.0,Male,United States,30487.0,0.0,False,Waiting staff,Urban,YouTube,165.0,17.0,681.0,Pranks,3.0,9025.0,6.0,2.0,27.0,59.0,,6.0,invalid,Boredom,,Android,3:45 PM,8.0,2.0,At work,Mobile Data
261.0,52.0,Male,United States,20155.0,0.0,False,Artist,Rural,,11.0,10.0,4891.0,Entertainment,17.0,7142.0,5.0,,17.0,64.0,,6.0,4.0,Habit,Smartphone,iOS,3:45 PM,8.0,2.0,At school,Wi-Fi
262.0,24.0,Male,Germany,87494.0,1.0,False,Students,Rural,Facebook,178.0,12.0,4299.0,Pranks,11.0,6000.0,2.0,23.0,40.0,85.0,,8.0,2.0,Boredom,Smartphone,Windows,9:15 AM,10.0,0.0,At work,Mobile Data
263.0,33.0,Other,Philippines,96229.0,,False,driver,Rural,Facebook,101.0,16.0,325.0,Life Hacks,9.0,7081.0,7.0,11.0,2.0,88.0,,6.0,4.0,invalid,Smartphone,Windows,3:45 PM,8.0,2.0,At school,Mobile Data
264.0,43.0,Male,Vietnam,58547.0,1.0,True,Labor/Worker,Rural,Facebook,190.0,14.0,7953.0,Entertainment,5.0,,2.0,,invalid,44.0,,8.0,2.0,Entertainment,Tablet,Android,9:15 AM,10.0,0.0,At school,Wi-Fi
265.0,19.0,Male,India,48795.0,0.0,False,Students,Urban,YouTube,,16.0,987.0,Vlogs,25.0,6931.0,5.0,25.0,31.0,95.0,,3.0,7.0,Procrastination,Computer,MacOS,8:30 PM,5.0,5.0,At work,Mobile Data
266.0,,Male,Mexico,75296.0,1.0,True,,Rural,Facebook,157.0,8.0,3119.0,Pranks,10.0,3424.0,,25.0,37.0,88.0,,5.0,5.0,Habit,Tablet,Android,6:05 PM,7.0,3.0,Commuting,Mobile Data
267.0,29.0,Male,Pakistan,41447.0,0.0,False,driver,Rural,TikTok,289.0,10.0,761.0,Jokes/Memes,15.0,1091.0,,19.0,,49.0,,6.0,4.0,Habit,Smartphone,Android,,8.0,2.0,At home,Mobile Data
268.0,22.0,Male,United States,56598.0,1.0,True,Artist,Urban,Facebook,198.0,17.0,7759.0,,28.0,9388.0,7.0,13.0,41.0,53.0,,3.0,7.0,Habit,Tablet,iOS,8:30 PM,5.0,,At school,Wi-Fi
269.0,54.0,Female,India,,1.0,False,Waiting staff,Urban,Instagram,137.0,18.0,9229.0,Pranks,29.0,9852.0,9.0,24.0,34.0,74.0,,3.0,7.0,Habit,Smartphone,MacOS,8:30 PM,5.0,5.0,At school,Mobile Data
,49.0,Female,India,95330.0,1.0,True,driver,Rural,Instagram,16.0,16.0,907.0,Comedy,14.0,7849.0,5.0,,34.0,49.0,,,4.0,Boredom,Smartphone,Android,3:45 PM,8.0,2.0,At home,Wi-Fi
271.0,26.0,Male,India,83278.0,1.0,False,Labor/Worker,Rural,Instagram,56.0,17.0,5500.0,ASMR,4.0,4654.0,7.0,20.0,3.0,66.0,,5.0,5.0,Entertainment,Smartphone,Android,6:05 PM,7.0,3.0,At work,Mobile Data
272.0,,,,75077.0,1.0,True,invalid,Rural,YouTube,62.0,16.0,365.0,Gaming,21.0,260.0,4.0,,17.0,95.0,,5.0,5.0,Habit,Tablet,Android,6:05 PM,7.0,invalid,,Mobile Data
273.0,,Other,United States,91906.0,1.0,False,Waiting staff,,TikTok,196.0,19.0,7770.0,Pranks,20.0,invalid,2.0,,invalid,63.0,,6.0,4.0,Boredom,Tablet,MacOS,3:45 PM,8.0,2.0,invalid,Mobile Data
274.0,36.0,Male,Pakistan,29528.0,0.0,True,Waiting staff,Rural,Facebook,47.0,8.0,3414.0,Comedy,2.0,9377.0,3.0,,14.0,25.0,,6.0,4.0,Entertainment,,Android,3:45 PM,8.0,2.0,At work,Wi-Fi
275.0,33.0,Female,Japan,70100.0,1.0,False,Labor/Worker,Rural,TikTok,235.0,6.0,8028.0,Jokes/Memes,12.0,4370.0,2.0,13.0,46.0,4.0,,6.0,4.0,Entertainment,Tablet,iOS,invalid,8.0,2.0,Commuting,Mobile Data
,20.0,Female,Germany,28179.0,0.0,True,driver,Rural,TikTok,62.0,6.0,7940.0,Pranks,1.0,invalid,5.0,27.0,38.0,51.0,,3.0,7.0,Entertainment,Smartphone,Android,8:30 PM,5.0,5.0,At school,Mobile Data
277.0,37.0,invalid,Barzil,68781.0,,True,Engineer,Rural,,233.0,9.0,9262.0,Trends,24.0,7207.0,6.0,20.0,35.0,11.0,,3.0,7.0,Entertainment,Smartphone,iOS,8:30 PM,5.0,5.0,At home,Mobile Data
278.0,41.0,Other,Vietnam,75267.0,1.0,True,Labor/Worker,Rural,Instagram,163.0,4.0,3082.0,Vlogs,20.0,5819.0,7.0,1.0,1.0,17.0,,5.0,5.0,Entertainment,Tablet,invalid,6:05 PM,7.0,3.0,,
279.0,50.0,Male,Pakistan,43952.0,,True,Teacher,Rural,Instagram,57.0,12.0,5449.0,Gaming,5.0,9058.0,3.0,10.0,48.0,66.0,,3.0,7.0,Habit,Tablet,Windows,,5.0,5.0,At home,Mobile Data
280.0,41.0,Other,Barzil,73798.0,1.0,True,Cashier,Rural,YouTube,156.0,12.0,3259.0,Vlogs,6.0,92.0,4.0,8.0,29.0,70.0,,6.0,4.0,Habit,Tablet,Android,,8.0,2.0,At work,Mobile Data
281.0,28.0,Female,Philippines,70939.0,1.0,True,Waiting staff,Rural,TikTok,73.0,17.0,2108.0,Pranks,24.0,5161.0,8.0,24.0,4.0,73.0,,8.0,2.0,,Smartphone,Android,9:15 AM,10.0,0.0,At home,Wi-Fi
282.0,25.0,Female,Barzil,49516.0,0.0,True,Students,Rural,TikTok,191.0,15.0,7929.0,Vlogs,,7632.0,,29.0,33.0,69.0,,6.0,4.0,Boredom,Tablet,Android,3:45 PM,8.0,2.0,At work,Wi-Fi
283.0,53.0,Male,Mexico,76526.0,1.0,True,Teacher,Rural,YouTube,134.0,invalid,2934.0,Gaming,8.0,9543.0,invalid,8.0,17.0,,,6.0,4.0,Procrastination,Computer,iOS,3:45 PM,8.0,2.0,At home,Mobile Data
284.0,invalid,Male,India,30449.0,0.0,True,,Rural,YouTube,188.0,7.0,,Trends,,6208.0,6.0,19.0,28.0,29.0,,6.0,4.0,Boredom,Smartphone,iOS,3:45 PM,8.0,2.0,Commuting,Wi-Fi
285.0,57.0,Male,Pakistan,70290.0,1.0,invalid,Students,Urban,YouTube,,,8634.0,Entertainment,4.0,8556.0,7.0,6.0,26.0,85.0,,5.0,5.0,Habit,Computer,Android,6:05 PM,7.0,3.0,At work,Mobile Data
,37.0,Male,Philippines,92954.0,1.0,True,Waiting staff,Rural,TikTok,269.0,16.0,5007.0,Vlogs,6.0,4916.0,1.0,12.0,8.0,73.0,,6.0,4.0,Entertainment,Smartphone,Android,3:45 PM,8.0,2.0,At home,Mobile Data
287.0,52.0,Male,Pakistan,42746.0,0.0,False,Students,Rural,TikTok,12.0,12.0,1560.0,Vlogs,16.0,3718.0,invalid,28.0,34.0,92.0,,,4.0,Habit,Smartphone,Android,3:45 PM,8.0,2.0,At school,Mobile Data
288.0,42.0,Female,Mexico,87990.0,1.0,True,Waiting staff,Rural,Instagram,73.0,7.0,1742.0,Jokes/Memes,20.0,6125.0,6.0,7.0,18.0,72.0,,3.0,7.0,Procrastination,Smartphone,iOS,8:30 PM,5.0,5.0,At home,Mobile Data
289.0,52.0,Male,United States,78810.0,1.0,False,Students,,Instagram,38.0,18.0,5831.0,Pranks,15.0,1924.0,3.0,16.0,31.0,95.0,,3.0,7.0,,Computer,MacOS,8:30 PM,5.0,5.0,,Mobile Data
290.0,42.0,Female,United States,35223.0,0.0,True,Labor/Worker,Urban,TikTok,20.0,15.0,7524.0,Life Hacks,,3095.0,7.0,9.0,27.0,20.0,,5.0,5.0,Entertainment,Tablet,iOS,6:05 PM,7.0,,Commuting,Mobile Data
291.0,46.0,,United States,92237.0,1.0,False,Teacher,Rural,Instagram,106.0,6.0,626.0,ASMR,23.0,6683.0,9.0,21.0,16.0,27.0,,6.0,,invalid,Computer,Android,3:45 PM,8.0,2.0,At home,Mobile Data
292.0,35.0,Female,Indonesia,22597.0,0.0,,Labor/Worker,Urban,YouTube,212.0,,1691.0,Jokes/Memes,12.0,5181.0,3.0,25.0,10.0,8.0,,3.0,7.0,Entertainment,Smartphone,Windows,8:30 PM,,,,Mobile Data
,63.0,Male,Barzil,85677.0,1.0,False,Waiting staff,Urban,Facebook,30.0,11.0,8283.0,Trends,29.0,2538.0,1.0,22.0,invalid,85.0,,6.0,4.0,Habit,Smartphone,Android,3:45 PM,8.0,2.0,At home,Wi-Fi
294.0,35.0,Male,Indonesia,22659.0,0.0,True,Students,Rural,Instagram,48.0,3.0,6311.0,Jokes/Memes,12.0,9488.0,invalid,10.0,12.0,61.0,,6.0,4.0,invalid,Smartphone,Windows,3:45 PM,8.0,2.0,At school,Wi-Fi
295.0,19.0,Female,India,94567.0,1.0,False,Waiting staff,Rural,TikTok,232.0,2.0,3007.0,Jokes/Memes,16.0,2276.0,1.0,10.0,22.0,28.0,,5.0,invalid,Habit,Smartphone,Android,6:05 PM,7.0,3.0,At work,Wi-Fi
296.0,52.0,Male,Vietnam,35037.0,0.0,invalid,Labor/Worker,Rural,Instagram,111.0,6.0,invalid,Life Hacks,15.0,8194.0,,10.0,16.0,87.0,,5.0,,Habit,Computer,Android,6:05 PM,7.0,3.0,At school,Mobile Data
297.0,33.0,Female,Mexico,66738.0,1.0,False,Engineer,Rural,Instagram,55.0,5.0,1089.0,Life Hacks,29.0,9945.0,8.0,20.0,12.0,70.0,,3.0,7.0,Entertainment,Tablet,Android,8:30 PM,5.0,5.0,At school,Mobile Data
298.0,58.0,invalid,Philippines,91678.0,1.0,True,Engineer,Rural,Instagram,75.0,18.0,6008.0,Trends,13.0,,9.0,29.0,11.0,3.0,,6.0,4.0,Boredom,Tablet,Android,invalid,8.0,,Commuting,Mobile Data
299.0,53.0,Male,Pakistan,32109.0,0.0,True,Waiting staff,Rural,invalid,100.0,16.0,4612.0,Pranks,11.0,306.0,2.0,16.0,20.0,69.0,,8.0,2.0,Boredom,Tablet,Android,9:15 AM,10.0,0.0,,Wi-Fi
300.0,50.0,Female,Germany,42010.0,0.0,True,Students,Rural,YouTube,173.0,8.0,9373.0,Entertainment,17.0,6575.0,9.0,1.0,1.0,73.0,,5.0,5.0,Habit,Smartphone,Android,6:05 PM,7.0,3.0,Commuting,Wi-Fi
301.0,,Female,Philippines,28787.0,0.0,True,Waiting staff,Rural,TikTok,120.0,11.0,7929.0,Vlogs,21.0,4231.0,5.0,17.0,27.0,7.0,,5.0,5.0,Entertainment,Smartphone,iOS,,7.0,3.0,invalid,Mobile Data
302.0,50.0,Male,Barzil,28472.0,0.0,False,,Urban,,132.0,10.0,4491.0,,15.0,6028.0,8.0,26.0,3.0,60.0,,5.0,5.0,Habit,Smartphone,iOS,,7.0,3.0,At home,Mobile Data
303.0,31.0,Male,Indonesia,43383.0,0.0,True,Cashier,,TikTok,invalid,12.0,8379.0,Jokes/Memes,14.0,6658.0,7.0,21.0,12.0,4.0,,5.0,5.0,Boredom,Computer,Android,6:05 PM,7.0,3.0,At school,Mobile Data
304.0,38.0,Other,Indonesia,81709.0,1.0,False,Waiting staff,Rural,TikTok,108.0,6.0,1598.0,Gaming,10.0,6336.0,7.0,29.0,invalid,5.0,,6.0,4.0,Boredom,Smartphone,iOS,,8.0,2.0,At home,Mobile Data
invalid,37.0,Other,United States,89785.0,1.0,True,Artist,Rural,TikTok,168.0,5.0,3748.0,Jokes/Memes,12.0,9630.0,4.0,14.0,9.0,11.0,,6.0,,Boredom,Smartphone,iOS,3:45 PM,8.0,2.0,,Mobile Data
306.0,25.0,Male,Indonesia,54518.0,1.0,False,Waiting staff,Rural,Facebook,112.0,9.0,2671.0,Life Hacks,16.0,872.0,2.0,,37.0,15.0,,3.0,7.0,Habit,Computer,iOS,8:30 PM,5.0,5.0,At school,Mobile Data
307.0,24.0,,Vietnam,73909.0,1.0,True,driver,Rural,YouTube,290.0,16.0,,Entertainment,15.0,1141.0,5.0,21.0,1.0,64.0,,6.0,4.0,Habit,Smartphone,Android,3:45 PM,8.0,,At work,Wi-Fi
308.0,invalid,Male,,38351.0,0.0,False,Students,Rural,TikTok,52.0,14.0,2581.0,Trends,10.0,665.0,3.0,21.0,42.0,,,8.0,2.0,Entertainment,Smartphone,Android,9:15 AM,10.0,0.0,,invalid
309.0,34.0,,,89624.0,1.0,True,,Rural,YouTube,93.0,8.0,7433.0,Jokes/Memes,4.0,8400.0,9.0,17.0,49.0,13.0,,5.0,5.0,Habit,Computer,Android,6:05 PM,7.0,3.0,At work,Mobile Data
310.0,50.0,,Japan,73330.0,1.0,False,,Rural,YouTube,200.0,19.0,8331.0,Jokes/Memes,27.0,951.0,6.0,14.0,4.0,invalid,,8.0,2.0,Entertainment,,iOS,9:15 AM,10.0,0.0,At home,Mobile Data
,29.0,Female,,35282.0,0.0,True,driver,Rural,Instagram,60.0,,invalid,Trends,23.0,9249.0,1.0,8.0,15.0,6.0,,3.0,7.0,Habit,,Windows,8:30 PM,5.0,5.0,At school,Wi-Fi
312.0,39.0,Female,Mexico,41778.0,0.0,False,Manager,Rural,Facebook,219.0,7.0,4726.0,Trends,29.0,invalid,3.0,21.0,27.0,56.0,,3.0,7.0,Habit,Smartphone,Android,8:30 PM,5.0,5.0,At work,Mobile Data
313.0,39.0,Other,,44264.0,0.0,True,Students,Urban,Facebook,135.0,5.0,4301.0,Jokes/Memes,9.0,4008.0,4.0,21.0,8.0,64.0,,3.0,7.0,Habit,Smartphone,Android,8:30 PM,5.0,5.0,At home,Mobile Data
314.0,63.0,Female,Japan,79675.0,1.0,False,Waiting staff,Rural,Instagram,,18.0,9942.0,Jokes/Memes,21.0,6655.0,9.0,9.0,23.0,50.0,,6.0,4.0,Boredom,Computer,MacOS,3:45 PM,8.0,2.0,At school,Mobile Data
315.0,47.0,Male,Philippines,25075.0,0.0,,Engineer,Rural,Instagram,274.0,2.0,8760.0,Entertainment,20.0,6190.0,6.0,8.0,15.0,30.0,,3.0,7.0,Procrastination,Smartphone,iOS,8:30 PM,5.0,5.0,At home,
316.0,55.0,Female,Pakistan,95948.0,1.0,False,Teacher,Rural,YouTube,267.0,11.0,7003.0,Gaming,9.0,771.0,4.0,13.0,27.0,22.0,,3.0,,Entertainment,Computer,MacOS,8:30 PM,5.0,5.0,At work,Mobile Data
317.0,55.0,,Mexico,68454.0,1.0,True,driver,Rural,TikTok,197.0,8.0,,Jokes/Memes,21.0,4030.0,1.0,17.0,31.0,25.0,,,5.0,Boredom,Smartphone,MacOS,6:05 PM,7.0,3.0,At school,Wi-Fi
318.0,62.0,Male,Mexico,48365.0,0.0,False,Students,Rural,Facebook,239.0,1.0,6132.0,Entertainment,25.0,7859.0,8.0,19.0,39.0,28.0,,,7.0,Habit,Smartphone,Android,8:30 PM,5.0,5.0,At work,Mobile Data
319.0,25.0,Other,India,92766.0,1.0,True,invalid,Rural,,198.0,12.0,8832.0,Entertainment,24.0,521.0,2.0,28.0,47.0,84.0,,5.0,5.0,Boredom,Smartphone,MacOS,6:05 PM,,,At work,Wi-Fi
320.0,44.0,Male,Pakistan,invalid,1.0,True,driver,Urban,TikTok,19.0,2.0,4538.0,Entertainment,20.0,3355.0,8.0,7.0,8.0,39.0,,5.0,5.0,Entertainment,Smartphone,MacOS,6:05 PM,7.0,3.0,At school,Mobile Data
321.0,44.0,Female,Germany,31002.0,0.0,True,Students,Rural,Instagram,123.0,18.0,,Life Hacks,11.0,1400.0,6.0,17.0,30.0,67.0,,8.0,2.0,Entertainment,Smartphone,MacOS,9:15 AM,,0.0,At school,Mobile Data
322.0,51.0,Male,United States,33947.0,0.0,True,Engineer,Rural,TikTok,invalid,7.0,4322.0,Gaming,11.0,3723.0,8.0,1.0,42.0,5.0,,5.0,5.0,Entertainment,Tablet,Android,6:05 PM,7.0,3.0,At home,Mobile Data
323.0,38.0,,United States,99222.0,1.0,False,Artist,Urban,YouTube,173.0,17.0,2986.0,Comedy,7.0,6579.0,6.0,5.0,,65.0,,6.0,4.0,Habit,Smartphone,Android,3:45 PM,,2.0,Commuting,Mobile Data
324.0,47.0,Other,India,98610.0,1.0,True,driver,Urban,Instagram,94.0,invalid,560.0,Trends,21.0,3247.0,5.0,25.0,4.0,15.0,,6.0,4.0,invalid,Smartphone,,3:45 PM,8.0,2.0,Commuting,Mobile Data
325.0,50.0,Male,Mexico,72142.0,1.0,False,Manager,Urban,TikTok,58.0,7.0,714.0,ASMR,10.0,1858.0,5.0,,47.0,90.0,,5.0,5.0,Entertainment,Smartphone,Windows,6:05 PM,7.0,3.0,At school,Wi-Fi
invalid,45.0,Female,India,76307.0,1.0,True,Manager,Urban,,186.0,3.0,4594.0,Gaming,4.0,4781.0,,26.0,43.0,67.0,,3.0,7.0,Habit,Computer,,8:30 PM,5.0,5.0,At work,Mobile Data
327.0,64.0,Male,United States,24493.0,0.0,False,Students,Rural,YouTube,,6.0,3989.0,Gaming,5.0,4064.0,7.0,2.0,22.0,invalid,,3.0,7.0,Entertainment,Tablet,MacOS,,5.0,5.0,invalid,Mobile Data
328.0,50.0,Male,Vietnam,70085.0,1.0,True,Manager,Rural,YouTube,198.0,2.0,6204.0,ASMR,5.0,2398.0,8.0,27.0,3.0,98.0,,5.0,5.0,Boredom,Smartphone,Android,,7.0,3.0,Commuting,Mobile Data
329.0,22.0,Male,Barzil,,1.0,invalid,Students,Rural,TikTok,239.0,17.0,257.0,Gaming,11.0,142.0,8.0,25.0,15.0,69.0,,,7.0,Habit,Smartphone,Windows,,5.0,5.0,At home,Mobile Data
330.0,36.0,Other,Pakistan,99676.0,1.0,True,Students,Rural,Instagram,264.0,12.0,8769.0,Jokes/Memes,,5062.0,7.0,16.0,35.0,95.0,,5.0,invalid,Habit,Tablet,Android,6:05 PM,7.0,3.0,At work,Mobile Data
,21.0,Other,Japan,71875.0,,False,driver,Rural,TikTok,245.0,12.0,38.0,Jokes/Memes,,3469.0,2.0,22.0,47.0,77.0,,5.0,5.0,Entertainment,invalid,iOS,6:05 PM,7.0,3.0,At school,Wi-Fi
332.0,52.0,Male,India,51655.0,1.0,,Waiting staff,Rural,TikTok,35.0,17.0,8653.0,Life Hacks,16.0,3695.0,9.0,5.0,38.0,43.0,,5.0,5.0,Entertainment,invalid,iOS,6:05 PM,7.0,3.0,At work,Mobile Data
333.0,,Other,India,63472.0,1.0,False,Students,Rural,Instagram,81.0,10.0,9633.0,Vlogs,9.0,invalid,7.0,5.0,33.0,1.0,,5.0,5.0,,Smartphone,Windows,6:05 PM,7.0,3.0,At work,Mobile Data
334.0,61.0,Female,United States,69437.0,1.0,True,Waiting staff,Rural,TikTok,270.0,3.0,1833.0,ASMR,22.0,642.0,6.0,12.0,14.0,22.0,,6.0,4.0,Entertainment,Smartphone,iOS,3:45 PM,8.0,2.0,At school,Mobile Data
335.0,45.0,Female,Pakistan,69416.0,1.0,False,driver,Rural,YouTube,263.0,18.0,7601.0,ASMR,4.0,2548.0,9.0,3.0,48.0,62.0,,3.0,7.0,Boredom,Smartphone,Android,8:30 PM,5.0,5.0,,Mobile Data
336.0,47.0,Female,India,79711.0,1.0,True,Teacher,Rural,Instagram,280.0,13.0,5168.0,Trends,2.0,8561.0,1.0,16.0,1.0,79.0,,5.0,5.0,Boredom,Tablet,Android,6:05 PM,7.0,3.0,Commuting,Mobile Data
337.0,46.0,Male,Barzil,26816.0,0.0,False,Students,Urban,Instagram,132.0,12.0,433.0,ASMR,,3650.0,2.0,6.0,49.0,26.0,,3.0,7.0,Procrastination,,,8:30 PM,5.0,5.0,At school,Mobile Data
338.0,63.0,Male,India,97175.0,1.0,True,Labor/Worker,Rural,,153.0,17.0,4152.0,Gaming,3.0,7549.0,invalid,15.0,26.0,18.0,,6.0,4.0,Entertainment,invalid,Android,,8.0,2.0,At home,Mobile Data
339.0,23.0,,United States,84307.0,1.0,False,Students,Rural,Instagram,266.0,4.0,6412.0,Life Hacks,18.0,8978.0,3.0,15.0,8.0,48.0,,3.0,7.0,Boredom,Smartphone,iOS,8:30 PM,5.0,5.0,At home,Wi-Fi
340.0,52.0,Male,invalid,66733.0,1.0,True,invalid,Rural,TikTok,153.0,10.0,1752.0,Gaming,21.0,949.0,5.0,29.0,16.0,9.0,,6.0,4.0,,Smartphone,Windows,,8.0,2.0,At school,Mobile Data
341.0,58.0,Male,India,31240.0,0.0,True,Engineer,Rural,TikTok,268.0,11.0,,Life Hacks,6.0,5444.0,1.0,16.0,38.0,1.0,,8.0,2.0,Boredom,Computer,iOS,9:15 AM,10.0,0.0,At school,Mobile Data
342.0,54.0,Other,Vietnam,91363.0,1.0,True,Students,Urban,YouTube,56.0,6.0,5721.0,Entertainment,11.0,521.0,4.0,20.0,10.0,,,8.0,2.0,Entertainment,Tablet,,9:15 AM,,0.0,At school,Mobile Data
343.0,41.0,Female,India,52762.0,1.0,True,Cashier,Urban,Facebook,22.0,6.0,7617.0,ASMR,21.0,,8.0,13.0,42.0,23.0,,8.0,2.0,Habit,Computer,iOS,9:15 AM,10.0,invalid,Commuting,Mobile Data
344.0,46.0,Male,India,28259.0,0.0,False,driver,Urban,Facebook,217.0,9.0,257.0,Vlogs,18.0,6048.0,6.0,12.0,37.0,45.0,,6.0,4.0,,Smartphone,Android,3:45 PM,8.0,2.0,At school,Wi-Fi
345.0,63.0,Female,Barzil,70139.0,1.0,True,Labor/Worker,Rural,YouTube,244.0,15.0,672.0,Entertainment,12.0,354.0,1.0,10.0,26.0,2.0,,6.0,4.0,Boredom,Smartphone,MacOS,3:45 PM,8.0,2.0,At school,Mobile Data
346.0,48.0,Female,United States,34849.0,,False,Engineer,,Facebook,158.0,2.0,490.0,ASMR,5.0,1482.0,1.0,14.0,28.0,invalid,,3.0,7.0,Boredom,Computer,Android,8:30 PM,5.0,5.0,At home,Wi-Fi
347.0,52.0,Male,India,74869.0,1.0,True,Students,Rural,YouTube,164.0,4.0,6890.0,Life Hacks,9.0,9839.0,3.0,2.0,12.0,invalid,,6.0,4.0,Habit,Smartphone,,3:45 PM,8.0,2.0,At school,Wi-Fi
348.0,50.0,Other,Indonesia,83095.0,1.0,False,Waiting staff,Urban,TikTok,175.0,5.0,2097.0,Comedy,20.0,,8.0,29.0,20.0,40.0,,6.0,4.0,Boredom,Tablet,iOS,3:45 PM,8.0,2.0,At school,Mobile Data
invalid,38.0,Female,United States,90910.0,1.0,True,Engineer,Rural,Instagram,99.0,17.0,1683.0,Life Hacks,28.0,2215.0,8.0,3.0,49.0,63.0,,8.0,2.0,Boredom,Smartphone,Android,9:15 AM,10.0,0.0,At work,Wi-Fi
350.0,49.0,Male,India,43567.0,0.0,False,Labor/Worker,Rural,Instagram,195.0,8.0,2461.0,Life Hacks,26.0,4716.0,3.0,9.0,14.0,82.0,,3.0,7.0,Entertainment,Smartphone,MacOS,8:30 PM,5.0,5.0,At school,Mobile Data
351.0,40.0,Male,Vietnam,55292.0,1.0,True,driver,Rural,TikTok,183.0,8.0,4530.0,Comedy,18.0,,7.0,11.0,46.0,16.0,,8.0,2.0,Habit,,Android,9:15 AM,10.0,invalid,At home,Wi-Fi
352.0,50.0,Male,Barzil,94813.0,1.0,False,Students,Rural,Instagram,226.0,12.0,5122.0,Entertainment,,5821.0,3.0,11.0,35.0,,,6.0,4.0,Habit,Smartphone,Android,3:45 PM,8.0,2.0,At home,Wi-Fi
353.0,20.0,Other,Germany,71631.0,1.0,True,Manager,Rural,Instagram,273.0,8.0,1976.0,Jokes/Memes,3.0,2537.0,4.0,25.0,29.0,75.0,,5.0,5.0,Habit,Tablet,Android,6:05 PM,7.0,3.0,,Mobile Data
354.0,35.0,Female,Pakistan,29885.0,0.0,False,Waiting staff,Rural,Facebook,,19.0,3217.0,Trends,9.0,6339.0,9.0,22.0,12.0,6.0,,3.0,7.0,,Computer,Android,8:30 PM,5.0,5.0,At work,Mobile Data
,42.0,Female,Japan,79659.0,1.0,True,Teacher,Rural,TikTok,126.0,3.0,9582.0,,4.0,,4.0,10.0,18.0,3.0,,3.0,,Boredom,Smartphone,iOS,8:30 PM,5.0,5.0,At school,Wi-Fi
,,Male,,74306.0,1.0,False,Labor/Worker,Rural,Facebook,208.0,18.0,4516.0,Jokes/Memes,17.0,4919.0,3.0,26.0,44.0,14.0,,3.0,7.0,Boredom,Smartphone,Windows,8:30 PM,5.0,5.0,At home,Mobile Data
357.0,48.0,Female,Philippines,86314.0,1.0,True,Labor/Worker,Rural,Facebook,30.0,,5693.0,invalid,17.0,7075.0,5.0,14.0,2.0,66.0,,6.0,4.0,Entertainment,Smartphone,iOS,,8.0,2.0,At home,Mobile Data
358.0,20.0,Other,Japan,85087.0,1.0,False,Waiting staff,Rural,Instagram,209.0,19.0,9777.0,Pranks,23.0,3765.0,7.0,9.0,2.0,96.0,,8.0,2.0,Habit,Smartphone,iOS,9:15 AM,,,At home,Mobile Data
359.0,57.0,Male,Japan,49165.0,0.0,True,Labor/Worker,Rural,Instagram,257.0,15.0,4940.0,Trends,23.0,8850.0,5.0,20.0,17.0,95.0,,3.0,7.0,Entertainment,Tablet,Windows,8:30 PM,5.0,5.0,At home,Mobile Data
360.0,63.0,Male,India,78929.0,1.0,False,Waiting staff,Rural,TikTok,285.0,6.0,5564.0,Jokes/Memes,2.0,7082.0,4.0,27.0,10.0,75.0,,6.0,4.0,Boredom,Computer,Android,3:45 PM,8.0,2.0,At school,Wi-Fi
361.0,41.0,Male,India,87028.0,1.0,True,Students,Rural,Instagram,273.0,16.0,2964.0,Jokes/Memes,9.0,2827.0,8.0,21.0,18.0,86.0,,6.0,4.0,Habit,,Android,3:45 PM,8.0,2.0,At home,Mobile Data
362.0,49.0,Other,Barzil,69812.0,1.0,True,Students,Rural,Instagram,67.0,8.0,4530.0,,9.0,invalid,4.0,10.0,22.0,67.0,,5.0,5.0,Entertainment,Tablet,Windows,6:05 PM,7.0,3.0,At work,Mobile Data
363.0,64.0,Male,United States,70500.0,1.0,True,Cashier,Rural,TikTok,40.0,16.0,6787.0,Jokes/Memes,5.0,7749.0,invalid,22.0,19.0,31.0,,6.0,4.0,Procrastination,Smartphone,,3:45 PM,8.0,2.0,At home,Mobile Data
364.0,39.0,Female,India,99151.0,1.0,True,Teacher,Urban,,258.0,18.0,6201.0,Jokes/Memes,15.0,730.0,6.0,29.0,1.0,33.0,,8.0,,Entertainment,Smartphone,iOS,9:15 AM,10.0,0.0,At school,Mobile Data
365.0,40.0,Female,,78643.0,1.0,False,Engineer,Urban,Facebook,102.0,16.0,977.0,Trends,15.0,1832.0,2.0,9.0,24.0,88.0,,6.0,4.0,Boredom,Smartphone,Android,3:45 PM,8.0,2.0,At work,
,19.0,Male,Pakistan,64900.0,1.0,True,Cashier,Urban,TikTok,274.0,11.0,7346.0,Entertainment,3.0,8600.0,3.0,,36.0,1.0,,5.0,5.0,Boredom,Smartphone,Android,6:05 PM,7.0,3.0,At work,Mobile Data
367.0,44.0,Male,Indonesia,62946.0,1.0,False,Students,Urban,Instagram,280.0,7.0,46.0,Gaming,19.0,,1.0,5.0,25.0,44.0,,3.0,7.0,Procrastination,,iOS,,5.0,,At home,Mobile Data
